seq_name,nu
P22626_194_353,0.449
P22670_1_439,0.521
P22670_516_572,0.547
P22670_906_979,0.571
P22674_1_95,0.5
P22681_429_860,0.5
P22681_1_53,0.561
P22692_124_178,0.549
P22695_1_34,0.602
P22735_1_108,0.519
P22735_787_817,0.575
P22736_1_265,0.527
P22749_1_55,0.529
P22792_439_545,0.531
P22794_1_236,0.514
P22830_1_66,0.57
P22888_1_30,0.569
P22888_643_699,0.543
P22888_277_347,0.517
P22891_1_43,0.559
P22894_1_35,0.567
P22897_1354_1456,0.521
P23025_1_98,0.492
P23109_1_148,0.491
P23142_136_184,0.554
P23142_1_43,0.521
P23193_72_134,0.548
P23219_1_30,0.538
P23229_1076_1130,0.494
P23229_926_969,0.563
P23229_239_297,0.557
P23246_1_285,0.526
P23246_592_707,0.516
P23276_1_47,0.549
P23327_1_627,0.557
P23352_518_602,0.544
P23352_650_680,0.564
P23352_1_48,0.554
P23352_392_440,0.542
P23378_1_53,0.544
P23381_56_89,0.62
P23409_1_77,0.567
P23409_162_242,0.545
P23415_344_411,0.509
P23416_358_408,0.565
P23416_1_48,0.532
P23434_1_43,0.578
P23435_1_65,0.547
P23443_1_86,0.431
P23443_413_525,0.507
P23458_1_38,0.572
P23458_314_363,0.553
P23467_1966_1997,0.537
P23467_1605_1688,0.512
P23467_1_70,0.535
P23468_1243_1332,0.525
P23469_1_113,0.499
P23470_1410_1445,0.603
P23470_437_829,0.501
P23470_321_350,0.558
P23470_1_65,0.52
P23471_2285_2315,0.602
P23471_402_1702,0.542
P23471_1_44,0.522
P23490_1_312,0.489
P23497_844_879,0.246
P23497_144_598,0.248
P23497_670_708,0.565
P23497_1_48,0.561
P23508_516_564,0.555
P23508_283_378,0.542
P23508_678_721,0.541
P23508_100_172,0.585
P23511_1_263,0.533
P23515_254_440,0.515
P23560_1_102,0.506
P23582_1_126,0.53
P23588_1_611,0.494
P23610_211_267,0.559
P23610_1_30,0.58
P23634_1_32,0.56
P23634_1049_1241,0.481
P23634_280_359,0.519
P23634_115_161,0.56
P23677_1_199,0.504
P23743_336_370,0.565
P23743_86_203,0.564
P23759_1_36,0.554
P23759_158_218,0.525
P23759_280_505,0.509
P23760_165_221,0.498
P23760_281_479,0.499
P23760_1_35,0.563
P23763_1_55,0.566
P23769_403_480,0.548
P23769_1_291,0.505
P23771_369_443,0.56
P23771_1_259,0.511
P23786_1_32,0.567
P23921_749_792,0.571
P23942_309_346,0.568
P23945_281_347,0.514
P23945_643_695,0.53
P23975_1_55,0.547
P24001_205_234,0.571
P24001_1_61,0.533
P24043_1574_2125,0.524
P24043_2704_2758,0.572
P24043_1_43,0.542
P24046_1_78,0.528
P24046_379_457,0.533
P24071_257_287,0.566
P24278_112_435,0.499
P24347_1_92,0.543
P24347_256_293,0.56
P24386_105_216,0.569
P24386_613_653,0.624
P24387_1_51,0.521
P24394_265_825,0.507
P24468_1_76,0.551
P24468_149_194,0.527
P24522_100_129,0.599
P24530_400_442,0.549
P24530_1_89,0.541
P24534_73_128,0.52
P24539_1_45,0.572
P24588_1_380,0.486
P24592_108_167,0.554
P24592_1_61,0.511
P24593_112_195,0.5
P24723_216_249,0.564
P24723_133_174,0.546
P24723_303_356,0.527
P24821_1_612,0.523
P24821_1146_1186,0.574
P24864_1_104,0.526
P24928_1481_1970,0.497
P24928_153_186,0.566
P25021_307_359,0.547
P25024_1_36,0.593
P25025_1_42,0.592
P25054_236_324,0.548
P25054_55_134,0.493
P25063_1_80,0.521
P25067_1_576,0.527
P25089_313_353,0.582
P25090_316_351,0.594
P25092_1_40,0.539
P25092_1023_1073,0.512
P25092_440_513,0.523
P25100_420_572,0.409
P25100_289_337,0.57
P25100_1_93,0.555
P25101_381_427,0.538
P25101_1_76,0.525
P25103_325_407,0.552
P25105_311_342,0.562
P25106_1_34,0.58
P25116_380_425,0.551
P25116_1_94,0.502
P25189_198_248,0.588
P25205_502_561,0.515
P25205_648_808,0.516
P25208_1_52,0.585
P25208_146_207,0.557
P25391_2667_2708,0.593
P25391_1553_2107,0.499
P25440_456_640,0.386
P25440_709_801,0.512
P25440_187_344,0.547
P25440_1_63,0.55
P25445_194_229,0.536
P25445_1_56,0.548
P25490_1_290,0.458
P25685_66_157,0.504
P25686_68_166,0.499
P25686_219_324,0.516
P25705_1_62,0.538
P25713_1_68,0.567
P25874_1_134,0.547
P25929_1_33,0.567
P25929_328_384,0.546
P25940_219_1516,0.522
P25940_1_41,0.554
P25942_218_277,0.556
P25963_1_48,0.566
P25963_282_317,0.618
P26006_1021_1051,0.481
P26006_853_904,0.553
P26006_1_35,0.554
P26010_1_50,0.556
P26010_767_798,0.544
P26012_632_769,0.511
P26012_1_54,0.543
P26012_466_515,0.556
P26022_1_131,0.523
P26038_401_501,0.554
P26045_1_30,0.585
P26045_304_516,0.487
P26045_585_636,0.524
P26196_1_77,0.559
P26232_898_953,0.552
P26232_790_863,0.553
P26232_627_675,0.557
P26232_1_59,0.568
P26358_84_358,0.541
P26358_586_657,0.521
P26358_1104_1135,0.515
P26367_137_209,0.516
P26367_274_422,0.489
P26368_1_142,0.501
P26368_331_377,0.564
P26371_1_169,0.535
P26374_107_218,0.559
P26374_615_656,0.603
P26378_1_50,0.556
P26378_215_305,0.517
P26436_1_184,0.531
P26440_1_37,0.556
P26572_1_102,0.522
P26583_163_209,0.13
P26599_274_341,0.564
P26599_140_187,0.562
P26599_1_63,0.542
P26639_1_48,0.571
P26640_206_281,0.54
P26641_218_282,0.541
P26651_1_99,0.537
P26651_172_326,0.508
P26715_1_113,0.517
P26717_1_110,0.543
P26718_1_55,0.532
P26842_126_260,0.508
P26927_444_486,0.533
P26951_333_378,0.552
P26992_305_372,0.551
P27037_116_196,0.512
P27037_1_33,0.55
P27105_1_30,0.569
P27361_1_31,0.581
P27448_365_659,0.517
P27448_1_54,0.532
P27539_1_105,0.52
P27540_461_789,0.509
P27540_1_85,0.544
P27540_228_351,0.515
P27544_321_350,0.553
P27658_1_615,0.525
P27694_116_186,0.551
P27695_1_43,0.546
P27708_1807_1926,0.538
P27815_1_228,0.487
P27815_288_349,0.549
P27815_684_886,0.563
P27816_1_1152,0.521
P27824_499_592,0.491
P27824_1_63,0.525
P27930_369_398,0.562
P27986_288_331,0.56
P27986_82_119,0.555
P27987_1_675,0.468
P28039_1_41,0.55
P28062_1_58,0.525
P28067_1_33,0.565
P28069_1_124,0.538
P28070_1_44,0.535
P28074_1_57,0.538
P28221_227_288,0.535
P28221_1_31,0.573
P28222_1_40,0.551
P28222_239_297,0.557
P28223_273_312,0.562
P28223_1_71,0.551
P28223_409_471,0.549
P28288_403_432,0.566
P28288_1_64,0.574
P28290_259_957,0.514
P28290_1_181,0.476
P28290_1031_1259,0.516
P28300_1_209,0.479
P28324_94_431,0.523
P28328_215_248,0.561
P28329_1_131,0.531
P28330_1_35,0.565
P28331_1_31,0.595
P28335_1_54,0.534
P28335_248_300,0.499
P28335_387_458,0.532
P28336_1_39,0.546
P28336_337_390,0.526
P28340_1_79,0.483
P28347_114_202,0.551
P28347_1_48,0.587
P28356_1_279,0.523
P28358_1_262,0.524
P28360_1_163,0.538
P28360_247_303,0.533
P28370_707_783,0.542
P28370_641_671,0.554
P28370_358_390,0.572
P28370_1_166,0.51
P28472_1_31,0.552
P28472_348_446,0.522
P28476_1_57,0.567
P28476_358_442,0.524
P28562_136_169,0.551
P28562_311_367,0.551
P28566_217_286,0.522
P28676_1_56,0.528
P28698_115_363,0.492
P28698_457_494,0.566
P28698_1_47,0.519
P28702_292_336,0.581
P28702_1_203,0.518
P28715_119_185,0.53
P28715_258_740,0.557
P28715_986_1186,0.482
P28749_329_380,0.554
P28749_968_1068,0.531
P28749_592_787,0.526
P28749_884_928,0.549
P28799_1_63,0.545
P28799_488_525,0.575
P28827_717_884,0.524
P28838_1_35,0.58
P28906_316_385,0.547
P28906_1_174,0.513
P28908_302_595,0.472
P28908_153_246,0.543
P29074_353_518,0.513
P29074_596_642,0.583
P29083_191_398,0.57
P29084_1_130,0.536
P29084_241_291,0.524
P29120_606_753,0.501
P29122_635_699,0.552
P29122_934_969,0.533
P29122_1_68,0.553
P29144_1134_1165,0.606
P29144_995_1025,0.584
P29274_309_412,0.532
P29279_162_199,0.581
P29317_1_33,0.571
P29317_520_598,0.529
P29317_881_916,0.561
P29320_887_983,0.534
P29320_1_33,0.556
P29320_530_604,0.527
P29322_1_36,0.545
P29322_540_637,0.503
P29322_898_941,0.537
P29323_529_603,0.548
P29323_970_1055,0.535
P29323_885_920,0.543
P29323_761_794,0.545
P29350_527_595,0.57
P29353_1_148,0.512
P29353_314_482,0.524
P29371_1_81,0.54
P29371_383_465,0.51
P29372_1_80,0.545
P29374_114_173,0.519
P29374_271_310,0.641
P29374_404_577,0.53
P29374_630_1176,0.481
P29374_1225_1257,0.588
P29375_1292_1440,0.493
P29375_1082_1127,0.443
P29375_167_300,0.502
P29375_1654_1690,0.554
P29375_1470_1618,0.511
P29376_788_864,0.519
P29376_1_71,0.526
P29376_399_506,0.518
P29400_1_1456,0.501
P29459_1_33,0.55
P29459_83_116,0.571
P29466_283_326,0.56
P29466_83_134,0.554
P29474_589_646,0.533
P29474_1_109,0.544
P29474_477_522,0.587
P29474_1166_1203,0.548
P29475_116_314,0.543
P29475_722_761,0.607
P29475_837_884,0.536
P29536_490_570,0.576
P29536_1_318,0.525
P29558_1_58,0.521
P29558_220_406,0.488
P29590_1_56,0.573
P29590_838_882,0.557
P29590_381_611,0.524
P29597_607_642,0.548
P29597_279_380,0.52
P29597_1_31,0.58
P29597_864_895,0.564
P29622_1_50,0.552
P29692_116_185,0.53
P29728_682_719,0.541
P29965_62_120,0.556
P29966_1_332,0.561
P29973_1_154,0.508
P30040_1_36,0.557
P30044_1_51,0.547
P30048_1_60,0.565
P30049_1_32,0.556
P30050_1_165,0.511
P30084_1_30,0.554
P30154_1_31,0.593
P30203_366_668,0.532
P30203_1_47,0.533
P30260_769_824,0.581
P30260_167_455,0.498
P30273_56_86,0.573
P30281_257_292,0.57
P30291_1_295,0.409
P30291_616_646,0.548
P30304_1_331,0.485
P30305_1_381,0.486
P30307_1_277,0.502
P30405_1_41,0.556
P30411_354_391,0.548
P30411_1_54,0.546
P30414_177_1462,0.441
P30419_1_103,0.513
P30518_1_37,0.562
P30518_236_266,0.558
P30518_338_371,0.553
P30519_247_316,0.514
P30530_1_41,0.527
P30530_416_524,0.506
P30530_809_894,0.565
P30531_1_42,0.571
P30532_355_397,0.54
P30532_1_44,0.555
P30533_119_153,0.558
P30533_1_52,0.572
P30536_1_169,0.44
P30550_336_384,0.536
P30550_1_41,0.554
P30556_310_359,0.534
P30559_1_38,0.564
P30559_343_389,0.552
P30613_1_57,0.55
P30622_521_557,0.564
P30622_1287_1438,0.553
P30622_791_831,0.578
P30622_278_361,0.563
P30622_1_60,0.531
P30622_125_214,0.554
P30622_1083_1121,0.572
P30622_1176_1213,0.593
P30626_1_33,0.557
P30793_1_55,0.572
P30825_430_489,0.528
P30872_338_391,0.541
P30872_1_55,0.551
P30874_328_369,0.579
P30874_1_40,0.586
P30926_345_421,0.549
P30939_224_275,0.56
P30988_422_474,0.562
P30988_1_45,0.53
P30989_377_418,0.504
P30989_1_52,0.557
P30990_1_170,0.487
P31040_1_48,0.583
P31152_333_587,0.524
P31249_1_193,0.509
P31249_260_432,0.522
P31260_1_331,0.509
P31267_1_146,0.506
P31268_1_121,0.52
P31268_193_230,0.639
P31269_1_198,0.546
P31270_1_239,0.521
P31271_1_320,0.51
P31273_1_142,0.507
P31274_1_184,0.52
P31275_1_209,0.512
P31276_1_258,0.506
P31277_1_264,0.537
P31314_1_196,0.491
P31314_297_330,0.566
P31321_66_97,0.488
P31323_41_117,0.508
P31327_1_46,0.594
P31350_1_70,0.563
P31350_346_389,0.552
P31358_1_61,0.52
P31371_1_53,0.545
P31391_324_388,0.521
P31391_1_46,0.565
P31415_1_36,0.558
P31431_1_138,0.548
P31483_283_386,0.505
P31512_509_558,0.527
P31629_1849_2446,0.446
P31629_1_192,0.536
P31639_569_637,0.551
P31639_1_31,0.601
P31641_1_39,0.569
P31641_586_620,0.556
P31644_362_422,0.569
P31644_1_45,0.559
P31645_1_82,0.565
P31689_367_397,0.553
P31689_66_102,0.546
P31749_441_480,0.573
P31749_112_151,0.582
P31751_108_153,0.562
P31751_442_481,0.554
P31785_1_55,0.537
P31785_295_369,0.537
P31930_1_38,0.576
P31937_1_39,0.587
P31942_264_346,0.492
P31942_89_199,0.465
P31943_182_295,0.493
P31943_354_449,0.537
P31948_180_219,0.584
P31994_1_39,0.538
P31994_250_310,0.554
P31995_252_323,0.532
P31995_1_39,0.528
P31997_1_32,0.534
P31997_320_349,0.558
P32004_1_36,0.523
P32004_1020_1257,0.481
P32019_134_330,0.517
P32121_347_409,0.543
P32238_249_299,0.55
P32238_1_36,0.569
P32238_381_428,0.551
P32239_407_447,0.533
P32239_1_49,0.557
P32239_255_324,0.536
P32241_408_457,0.544
P32241_327_358,0.55
P32241_1_42,0.53
P32242_102_354,0.506
P32242_1_34,0.559
P32243_105_289,0.507
P32243_1_33,0.549
P32245_1_46,0.512
P32246_320_355,0.546
P32247_344_399,0.565
P32247_1_46,0.546
P32248_342_378,0.553
P32248_1_47,0.542
P32297_351_440,0.535
P32298_525_578,0.5
P32302_1_44,0.581
P32302_334_372,0.549
P32314_205_431,0.503
P32314_1_110,0.534
P32322_274_319,0.559
P32418_251_407,0.481
P32418_626_760,0.536
P32418_1_61,0.482
P32519_1_208,0.369
P32519_295_619,0.536
P32745_320_418,0.484
P32745_1_41,0.584
P32780_141_181,0.574
P32780_239_356,0.554
P32926_581_999,0.51
P32926_1_55,0.52
P32927_472_897,0.522
P32942_1_32,0.548
P32942_506_547,0.556
P32971_1_87,0.521
P33032_1_40,0.551
P33076_1_398,0.525
P33121_1_30,0.548
P33151_623_784,0.473
P33151_1_57,0.537
P33176_900_963,0.57
P33176_381_427,0.582
P33176_556_594,0.576
P33176_672_704,0.583
P33176_799_836,0.561
P33240_183_577,0.515
P33241_1_339,0.513
P33316_1_109,0.54
P33402_1_153,0.483
P33402_696_732,0.541
P33527_862_958,0.568
P33527_264_316,0.559
P33897_1_75,0.553
P33897_716_745,0.581
P33897_432_463,0.573
P33908_1_129,0.509
P33981_1_59,0.551
P33981_195_520,0.503
P33981_798_857,0.55
P33981_666_700,0.569
P33991_1_164,0.516
P33992_646_676,0.591
P33992_1_33,0.519
P33993_296_331,0.57
P33993_99_128,0.567
P34130_1_87,0.529
P34741_1_139,0.51
P34810_1_152,0.544
P34820_253_302,0.543
P34820_1_46,0.547
P34897_1_41,0.548
P34903_1_65,0.541
P34903_368_452,0.543
P34910_1_197,0.523
P34910_235_448,0.553
P34925_191_228,0.573
P34925_1_66,0.542
P34925_255_313,0.541
P34931_608_641,0.551
P34932_784_840,0.58
P34932_499_575,0.535
P34947_544_590,0.539
P34969_420_479,0.537
P34969_270_307,0.557
P34969_1_74,0.537
P34972_321_360,0.585
P34981_336_398,0.553
P34981_223_252,0.587
P34995_356_402,0.535
P34995_1_38,0.548
P34995_236_296,0.556
P34998_1_38,0.543
P34998_142_178,0.537
P34998_336_366,0.534
P35030_1_83,0.511
P35052_475_558,0.512
P35070_1_68,0.528
P35125_221_528,0.45
P35125_788_886,0.538
P35125_926_956,0.541
P35125_1103_1314,0.482
P35125_1_54,0.554
P35212_238_333,0.536
P35218_1_58,0.535
P35219_1_32,0.616
P35221_1_61,0.555
P35221_630_674,0.564
P35221_845_906,0.562
P35222_678_781,0.565
P35222_1_92,0.562
P35226_231_326,0.532
P35227_232_344,0.547
P35228_1_88,0.535
P35228_1121_1153,0.543
P35236_1_58,0.565
P35240_476_518,0.558
P35241_416_504,0.585
P35247_1_219,0.538
P35249_1_45,0.587
P35250_1_39,0.582
P35251_1_388,0.523
P35251_1067_1148,0.469
P35251_487_587,0.53
P35251_616_645,0.579
P35269_163_457,0.489
P35318_1_185,0.535
P35321_1_89,0.563
P35346_1_37,0.545
P35346_318_364,0.564
P35348_216_272,0.592
P35348_339_466,0.517
P35354_571_604,0.582
P35367_226_392,0.512
P35368_1_40,0.551
P35368_370_520,0.404
P35368_239_287,0.566
P35372_344_400,0.517
P35372_1_70,0.558
P35398_162_271,0.543
P35398_1_70,0.552
P35408_224_259,0.551
P35408_341_488,0.535
P35410_253_378,0.5
P35410_1_77,0.519
P35414_325_380,0.545
P35442_1_31,0.53
P35442_219_398,0.538
P35443_191_300,0.527
P35443_1_45,0.547
P35452_1_197,0.519
P35453_1_274,0.491
P35462_221_325,0.535
P35498_1876_2009,0.516
P35498_986_1193,0.529
P35498_439_750,0.465
P35498_1_63,0.559
P35499_1689_1836,0.526
P35499_794_1005,0.555
P35499_466_556,0.552
P35499_281_344,0.531
P35520_1_44,0.58
P35523_1_111,0.519
P35523_675_805,0.497
P35523_865_988,0.525
P35527_1_157,0.48
P35527_459_623,0.495
P35548_1_134,0.543
P35548_218_267,0.522
P35555_1007_1098,0.518
P35555_1_467,0.496
P35555_2513_2765,0.512
P35555_1818_1945,0.499
P35555_2836_2871,0.559
P35556_2545_2807,0.512
P35556_2875_2912,0.526
P35556_1062_1358,0.513
P35556_1_514,0.469
P35556_1711_1884,0.493
P35568_264_1242,0.489
P35568_115_160,0.548
P35579_1669_1960,0.518
P35579_955_1394,0.529
P35579_611_652,0.548
P35580_620_658,0.554
P35580_1673_1976,0.503
P35580_959_1397,0.537
P35590_731_837,0.502
P35590_1_74,0.507
P35606_830_906,0.606
P35609_1_39,0.563
P35610_1_123,0.538
P35611_1_130,0.525
P35611_345_737,0.497
P35612_335_726,0.501
P35612_86_119,0.555
P35612_1_39,0.554
P35613_350_385,0.521
P35626_657_688,0.56
P35637_369_526,0.497
P35637_1_285,0.465
P35638_1_114,0.542
P35658_424_712,0.548
P35658_878_2090,0.505
P35659_1_81,0.501
P35659_184_319,0.506
P35663_1_651,0.526
P35670_1_65,0.538
P35670_117_149,0.569
P35670_207_265,0.56
P35670_420_500,0.542
P35670_1103_1149,0.575
P35670_1390_1465,0.553
P35670_317_366,0.575
P35680_28_95,0.561
P35680_183_233,0.533
P35680_319_557,0.527
P35711_270_555,0.541
P35711_1_188,0.544
P35711_654_763,0.577
P35712_722_828,0.561
P35712_264_620,0.527
P35712_1_178,0.526
P35713_167_384,0.529
P35713_1_76,0.538
P35716_128_441,0.474
P35716_1_40,0.603
P35749_621_658,0.553
P35749_962_1392,0.518
P35749_1677_1972,0.524
P35789_1_197,0.502
P35790_1_80,0.545
P35858_1_44,0.52
P35869_1_31,0.551
P35869_175_214,0.564
P35869_395_848,0.516
P35869_84_116,0.582
P35900_376_424,0.547
P35900_1_75,0.538
P35908_486_639,0.517
P35908_1_177,0.491
P35913_1_56,0.561
P35916_1051_1083,0.566
P35916_1_34,0.545
P35916_958_1009,0.5
P35916_459_494,0.559
P35916_779_841,0.52
P35916_1171_1363,0.488
P35968_930_1005,0.433
P35968_770_830,0.5
P35968_1_35,0.569
P35968_461_493,0.611
P35968_580_612,0.558
P35968_1162_1356,0.556
P35998_1_92,0.556
P36021_1_95,0.572
P36382_235_358,0.523
P36382_111_150,0.55
P36383_103_175,0.464
P36383_260_396,0.529
P36402_1_267,0.526
P36402_342_384,0.509
P36406_93_131,0.586
P36406_1_35,0.57
P36507_1_43,0.538
P36507_281_317,0.551
P36508_1_166,0.534
P36508_373_570,0.552
P36544_336_435,0.521
P36551_1_121,0.523
P36578_360_427,0.586
P36776_1_121,0.459
P36776_214_277,0.552
P36888_949_993,0.562
P36888_709_780,0.534
P36888_1_84,0.552
P36888_482_589,0.516
P36894_182_217,0.524
P36894_1_61,0.535
P36896_100_194,0.515
P36896_1_36,0.556
P36897_1_36,0.552
P36897_145_197,0.548
P36915_318_351,0.61
P36915_538_607,0.597
P36915_1_74,0.552
P36941_253_435,0.529
P36955_1_41,0.558
P36956_1_330,0.535
P36956_394_548,0.524
P36956_1054_1147,0.502
P36957_1_74,0.555
P36957_137_220,0.567
P37023_1_36,0.565
P37023_96_197,0.518
P37059_1_51,0.523
P37088_1_69,0.54
P37088_161_227,0.553
P37088_583_669,0.516
P37108_98_136,0.598
P37173_191_242,0.536
P37173_1_50,0.538
P37198_1_333,0.531
P37231_1_140,0.538
P37268_382_417,0.553
P37275_632_903,0.535
P37275_287_594,0.514
P37275_1_177,0.504
P37275_977_1124,0.569
P37287_1_35,0.599
P37288_357_418,0.543
P37288_1_49,0.531
P37288_252_285,0.586
P37840_85_140,0.568
P38159_87_391,0.469
P38432_86_451,0.512
P38435_724_758,0.573
P38435_1_39,0.587
P38484_284_337,0.588
P38567_469_509,0.549
P38567_1_31,0.556
P38570_146_202,0.618
P38570_1135_1179,0.495
P38646_1_53,0.548
P38935_936_993,0.572
P38935_778_897,0.542
P38935_642_733,0.518
P38936_78_164,0.5
P39059_1_46,0.552
P39059_1177_1217,0.577
P39059_231_1142,0.533
P39060_1_461,0.514
P39060_643_1454,0.521
P39060_1479_1581,0.53
P39086_1_37,0.533
P39086_862_918,0.549
P39086_393_432,0.552
P39656_1_44,0.526
P39687_159_249,0.63
P39748_336_380,0.589
P39880_353_555,0.524
P39880_620_935,0.537
P39880_1205_1252,0.565
P39880_1005_1122,0.565
P39880_1300_1505,0.53
P39905_1_113,0.515
P40123_1_45,0.553
P40123_216_324,0.543
P40126_490_519,0.51
P40145_359_408,0.551
P40145_804_834,0.553
P40145_1_155,0.505
P40145_1171_1251,0.519
P40145_588_681,0.563
P40189_643_918,0.554
P40197_463_560,0.517
P40198_180_252,0.549
P40199_1_32,0.566
P40200_172_222,0.536
P40200_1_34,0.54
P40200_556_585,0.536
P40200_372_525,0.534
P40205_1_109,0.525
P40222_464_546,0.553
P40222_1_174,0.522
P40225_166_353,0.501
P40238_182_245,0.553
P40238_522_635,0.506
P40259_187_229,0.591
P40259_1_43,0.561
P40305_1_122,0.532
P40337_1_56,0.586
P40424_105_145,0.577
P40424_1_47,0.554
P40424_312_430,0.547
P40425_114_154,0.574
P40425_1_56,0.555
P40425_321_430,0.529
P40426_1_47,0.563
P40426_321_434,0.552
P40426_107_147,0.57
P40692_332_502,0.518
P40763_689_770,0.549
P40818_130_187,0.571
P40818_315_756,0.527
P40855_1_171,0.56
P40855_269_299,0.585
P40879_721_764,0.551
P40933_1_31,0.53
P40939_1_39,0.561
P40967_609_661,0.524
P40967_298_477,0.545
P40967_1_49,0.563
P41002_1_31,0.601
P41002_539_786,0.532
P41134_1_63,0.55
P41134_117_155,0.547
P41143_1_45,0.568
P41143_329_372,0.542
P41145_1_59,0.549
P41146_1_48,0.544
P41161_1_365,0.491
P41161_458_510,0.547
P41162_1_33,0.564
P41162_120_512,0.515
P41180_355_399,0.554
P41180_875_1078,0.469
P41182_1_527,0.502
P41182_677_706,0.548
P41212_119_339,0.515
P41212_1_51,0.561
P41214_182_385,0.534
P41218_92_212,0.558
P41219_1_88,0.515
P41219_403_470,0.551
P41220_1_69,0.572
P41221_1_59,0.526
P41225_1_139,0.549
P41225_219_446,0.522
P41226_756_796,0.585
P41227_171_235,0.578
P41229_831_934,0.559
P41229_1177_1233,0.549
P41229_1311_1382,0.557
P41229_1105_1138,0.558
P41229_161_381,0.491
P41229_1438_1560,0.46
P41231_306_377,0.528
P41235_371_474,0.537
P41235_1_58,0.538
P41236_170_205,0.59
P41236_1_121,0.514
P41250_1_69,0.539
P41271_126_181,0.613
P41273_1_91,0.522
P41279_395_467,0.511
P41279_1_80,0.562
P41440_464_591,0.545
P41440_203_254,0.546
P41586_424_468,0.555
P41586_1_38,0.571
P41586_76_124,0.56
P41587_389_438,0.524
P41587_317_346,0.545
P41587_1_34,0.538
P41594_831_1212,0.514
P41595_398_481,0.448
P41595_252_312,0.551
P41595_1_49,0.557
P41597_312_374,0.547
P41597_1_38,0.521
P41743_186_252,0.563
P41743_1_31,0.577
P41968_1_38,0.564
P41970_94_407,0.523
P42081_261_329,0.51
P42126_1_43,0.573
P42127_1_92,0.556
P42166_145_471,0.532
P42166_44_117,0.526
P42224_682_750,0.583
P42226_644_847,0.534
P42229_697_794,0.531
P42261_834_906,0.53
P42261_558_593,0.552
P42262_568_597,0.591
P42262_845_883,0.569
P42263_854_894,0.551
P42263_575_609,0.569
P42285_1_98,0.529
P42331_1_52,0.544
P42331_357_549,0.528
P42345_455_634,0.504
P42345_895_947,0.55
P42345_2421_2501,0.538
P42345_1212_1269,0.525
P42345_1_32,0.575
P42345_280_370,0.55
P42345_1805_1878,0.565
P42356_199_327,0.512
P42356_739_771,0.581
P42356_1422_1482,0.534
P42356_1_39,0.566
P42356_516_570,0.552
P42357_78_110,0.561
P42566_305_337,0.586
P42566_95_127,0.567
P42566_498_852,0.541
P42568_141_502,0.51
P42574_1_33,0.576
P42575_327_362,0.557
P42575_122_176,0.535
P42575_1_38,0.546
P42658_1_96,0.504
P42679_1_50,0.551
P42680_144_184,0.53
P42681_1_87,0.52
P42684_557_1088,0.515
P42684_1_108,0.523
P42685_1_49,0.534
P42694_134_176,0.52
P42694_1089_1942,0.507
P42694_996_1026,0.465
P42694_376_412,0.555
P42695_147_207,0.425
P42695_878_920,0.557
P42695_474_547,0.54
P42695_1243_1498,0.53
P42695_1153_1192,0.575
P42696_367_430,0.613
P42696_1_176,0.531
P42701_571_662,0.53
P42701_1_44,0.547
P42702_856_1097,0.536
P42702_1_64,0.535
P42704_1002_1044,0.562
P42704_638_671,0.578
P42704_1_104,0.534
P42768_155_246,0.536
P42768_307_502,0.482
P42785_1_49,0.55
P42830_1_30,0.565
P42857_1_75,0.543
P42857_112_185,0.543
P42858_2063_2098,0.57
P42858_2925_2954,0.584
P42858_402_670,0.538
P42858_1853_1893,0.554
P42858_1_102,0.552
P42858_2626_2671,0.483
P42858_2320_2358,0.554
P42858_957_986,0.555
P42858_1323_1422,0.521
P42858_1159_1232,0.539
P42892_1_66,0.512
P42898_1_44,0.561
P43003_508_542,0.59
P43004_519_574,0.562
P43004_1_48,0.56
P43004_197_231,0.59
P43005_165_204,0.56
P43005_474_524,0.569
P43007_1_43,0.538
P43007_491_532,0.599
P43026_365_394,0.522
P43026_1_177,0.526
P43080_1_201,0.51
P43088_306_359,0.546
P43115_1_58,0.542
P43115_345_390,0.494
P43116_229_358,0.509
P43119_301_386,0.537
P43121_1_39,0.541
P43121_512_646,0.531
P43146_1038_1447,0.503
P43146_1_41,0.55
P43146_806_860,0.548
P43220_429_463,0.561
P43220_1_36,0.549
P43234_1_37,0.537
P43243_568_788,0.475
P43243_467_502,0.587
P43243_1_279,0.476
P43243_325_404,0.517
P43246_842_883,0.569
P43250_540_576,0.492
P43251_351_391,0.564
P43251_1_58,0.475
P43268_431_484,0.53
P43268_1_339,0.504
P43304_1_51,0.553
P43307_251_286,0.495
P43307_1_77,0.432
P43351_210_418,0.517
P43354_1_260,0.493
P43355_1_92,0.55
P43356_1_103,0.558
P43357_1_103,0.584
P43358_1_101,0.566
P43359_1_89,0.532
P43360_1_102,0.567
P43361_1_99,0.553
P43362_1_93,0.578
P43363_1_130,0.55
P43364_1_218,0.517
P43365_1_104,0.558
P43366_1_111,0.514
P43403_252_308,0.543
P43405_260_342,0.535
P43489_171_277,0.521
P43626_226_348,0.517
P43627_223_348,0.506
P43628_226_341,0.512
P43629_319_444,0.518
P43629_1_73,0.534
P43630_322_455,0.485
P43630_1_30,0.547
P43631_223_304,0.503
P43632_225_304,0.513
P43681_364_565,0.53
P43681_1_31,0.553
P43686_1_42,0.575
P43694_1_213,0.513
P43694_326_442,0.543
P43699_229_371,0.525
P43699_1_158,0.534
P43897_1_44,0.538
P45378_1_66,0.614
P45379_51_93,0.565
P45452_1_45,0.529
P45844_1_75,0.529
P45844_345_403,0.534
P45954_1_52,0.534
